Time,EventID,Description,Computer,Account,SourceIP
2026-03-17 03:33:23.734581,4624,Suspicious login,DC05,user97@corp.net,192.168.35.134
2026-03-11 18:33:23.734581,4625,Failed login (brute-force),DC04,user22@corp.net,192.168.27.198
2026-03-16 00:33:23.734581,4624,Suspicious login,DC03,user23@corp.net,192.168.44.237
2026-03-15 02:33:23.734581,4625,Failed login (brute-force),DC05,user56@corp.net,192.168.12.216
2026-03-15 16:33:23.734581,4672,Privilege escalation,DC04,user84@domain.local,192.168.27.241
2026-03-11 22:33:23.734581,4625,Failed login (brute-force),DC04,user72@corp.net,192.168.16.99
2026-03-14 05:33:23.734581,4674,SID history added,DC02,user84@domain.local,192.168.31.88
2026-03-14 10:33:23.734581,1102,Security log cleared,DC03,user29@corp.net,192.168.40.69
2026-03-15 03:33:23.734581,4625,Failed login (brute-force),DC03,user76@corp.net,192.168.29.246
2026-03-13 04:33:23.734581,4719,Audit policy change,DC03,user52@corp.net,192.168.23.144
2026-03-10 13:33:23.734581,4673,Privileged service call,DC04,user99@corp.net,192.168.23.125
2026-03-13 06:33:23.734581,4624,Suspicious login,DC01,user49@corp.net,192.168.12.215
2026-03-16 12:33:23.734581,4624,Suspicious login,DC03,user14@corp.net,192.168.23.114
2026-03-12 03:33:23.734581,4674,SID history added,DC02,user84@domain.local,192.168.20.169
2026-03-16 14:33:23.734581,4673,Privileged service call,DC01,user19@domain.local,192.168.35.153
2026-03-14 21:33:23.734581,4672,Privilege escalation,DC03,user27@corp.net,192.168.14.83
2026-03-12 17:33:23.734581,4624,Suspicious login,DC02,user26@domain.local,192.168.47.1
2026-03-13 15:33:23.734581,4625,Failed login (brute-force),DC03,user46@domain.local,192.168.50.53
2026-03-13 13:33:23.734581,4624,Suspicious login,DC04,user48@corp.net,192.168.45.232
2026-03-11 16:33:23.734581,4672,Privilege escalation,DC04,user94@domain.local,192.168.48.141
2026-03-10 20:33:23.734581,4624,Suspicious login,DC03,user44@domain.local,192.168.22.134
2026-03-16 09:33:23.734581,4673,Privileged service call,DC04,user28@corp.net,192.168.28.114
2026-03-11 16:33:23.734581,4624,Suspicious login,DC05,user35@corp.net,192.168.22.211
2026-03-10 18:33:23.734581,4673,Privileged service call,DC02,user98@domain.local,192.168.44.14
2026-03-13 07:33:23.734581,4624,Suspicious login,DC01,user69@corp.net,192.168.46.237
2026-03-12 13:33:23.734581,4624,Suspicious login,DC01,user54@corp.net,192.168.20.195
2026-03-14 04:33:23.734581,4624,Suspicious login,DC02,user5@domain.local,192.168.13.23
2026-03-14 16:33:23.734581,4672,Privilege escalation,DC02,user42@domain.local,192.168.39.140
2026-03-11 20:33:23.734581,4625,Failed login (brute-force),DC03,user53@corp.net,192.168.39.181
2026-03-14 20:33:23.734581,4624,Suspicious login,DC01,user68@corp.net,192.168.18.25
2026-03-12 03:33:23.734581,4625,Failed login (brute-force),DC01,user12@domain.local,192.168.29.78
2026-03-15 11:33:23.734581,4624,Suspicious login,DC04,user41@corp.net,192.168.35.53
2026-03-13 15:33:23.734581,4673,Privileged service call,DC03,user27@domain.local,192.168.25.216
2026-03-14 06:33:23.734581,4719,Audit policy change,DC02,user93@domain.local,192.168.15.99
2026-03-12 07:33:23.734581,4624,Suspicious login,DC05,user82@corp.net,192.168.44.166
2026-03-13 17:33:23.734581,4719,Audit policy change,DC05,user29@domain.local,192.168.34.214
2026-03-14 01:33:23.734581,4624,Suspicious login,DC01,user12@corp.net,192.168.46.82
2026-03-12 19:33:23.734581,4625,Failed login (brute-force),DC04,user68@corp.net,192.168.35.135
2026-03-13 22:33:23.734581,4625,Failed login (brute-force),DC02,user52@domain.local,192.168.37.198
2026-03-14 03:33:23.734581,4719,Audit policy change,DC02,user84@domain.local,192.168.42.91
2026-03-14 10:33:23.734581,4625,Failed login (brute-force),DC02,user23@domain.local,192.168.48.99
2026-03-12 05:33:23.734581,4672,Privilege escalation,DC02,user34@corp.net,192.168.41.25
2026-03-12 16:33:23.734581,4625,Failed login (brute-force),DC04,user1@domain.local,192.168.22.229
2026-03-15 22:33:23.734581,4648,RunAs explicit credentials,DC04,user26@corp.net,192.168.24.207
2026-03-13 12:33:23.734581,4624,Suspicious login,DC03,user46@corp.net,192.168.29.205
2026-03-16 11:33:23.734581,4625,Failed login (brute-force),DC05,user29@corp.net,192.168.41.166
2026-03-12 12:33:23.734581,4719,Audit policy change,DC04,user66@domain.local,192.168.14.235
2026-03-13 14:33:23.734581,4673,Privileged service call,DC05,user96@domain.local,192.168.47.154
2026-03-13 11:33:23.734581,4625,Failed login (brute-force),DC02,user58@corp.net,192.168.34.181
2026-03-15 07:33:23.734581,4672,Privilege escalation,DC01,user32@domain.local,192.168.24.85
2026-03-16 04:33:23.734581,4624,Suspicious login,DC04,user11@corp.net,192.168.37.56
2026-03-10 14:33:23.734581,4625,Failed login (brute-force),DC04,user39@domain.local,192.168.48.100
2026-03-11 01:33:23.734581,4624,Suspicious login,DC01,user17@domain.local,192.168.47.249
2026-03-11 10:33:23.734581,4768,Kerberos TGT request,DC01,user40@domain.local,192.168.24.106
2026-03-12 20:33:23.734581,4719,Audit policy change,DC02,user61@domain.local,192.168.18.29
2026-03-15 02:33:23.734581,4672,Privilege escalation,DC05,user42@domain.local,192.168.16.127
2026-03-17 07:33:23.734581,4672,Privilege escalation,DC02,user100@domain.local,192.168.22.138
2026-03-11 10:33:23.734581,4624,Suspicious login,DC04,user29@domain.local,192.168.35.109
2026-03-10 17:33:23.734581,4672,Privilege escalation,DC02,user78@domain.local,192.168.45.139
2026-03-14 10:33:23.734581,4624,Suspicious login,DC01,user58@domain.local,192.168.14.74
2026-03-10 17:33:23.734581,4719,Audit policy change,DC04,user64@corp.net,192.168.50.122
2026-03-16 03:33:23.734581,4625,Failed login (brute-force),DC01,user26@domain.local,192.168.45.153
2026-03-11 16:33:23.734581,4719,Audit policy change,DC04,user97@domain.local,192.168.31.139
2026-03-15 11:33:23.734581,4624,Suspicious login,DC02,user53@domain.local,192.168.30.41
2026-03-16 04:33:23.734581,4625,Failed login (brute-force),DC02,user19@domain.local,192.168.35.46
2026-03-16 22:33:23.734581,4625,Failed login (brute-force),DC02,user40@corp.net,192.168.37.133
2026-03-16 18:33:23.734581,4625,Failed login (brute-force),DC02,user6@corp.net,192.168.20.20
2026-03-14 05:33:23.734581,4624,Suspicious login,DC04,user92@corp.net,192.168.27.2
2026-03-14 02:33:23.734581,4624,Suspicious login,DC02,user53@corp.net,192.168.35.148
2026-03-13 14:33:23.734581,4673,Privileged service call,DC05,user66@domain.local,192.168.26.17
2026-03-17 01:33:23.734581,4648,RunAs explicit credentials,DC04,user89@corp.net,192.168.38.145
2026-03-15 18:33:23.734581,4719,Audit policy change,DC05,user44@corp.net,192.168.49.174
2026-03-12 21:33:23.734581,4625,Failed login (brute-force),DC03,user43@domain.local,192.168.48.214
2026-03-15 06:33:23.734581,4625,Failed login (brute-force),DC01,user17@corp.net,192.168.38.204
2026-03-10 10:33:23.734581,4719,Audit policy change,DC01,user95@corp.net,192.168.47.167
2026-03-11 08:33:23.734581,4624,Suspicious login,DC01,user63@domain.local,192.168.20.165
2026-03-15 10:33:23.734581,4624,Suspicious login,DC04,user42@domain.local,192.168.25.112
2026-03-14 00:33:23.734581,4674,SID history added,DC05,user92@corp.net,192.168.13.91
2026-03-13 13:33:23.734581,4672,Privilege escalation,DC01,user49@domain.local,192.168.26.132
2026-03-14 22:33:23.734581,4672,Privilege escalation,DC05,user78@corp.net,192.168.21.100
2026-03-16 19:33:23.734581,4625,Failed login (brute-force),DC04,user67@domain.local,192.168.45.207
2026-03-14 00:33:23.734581,4719,Audit policy change,DC05,user7@domain.local,192.168.38.128
2026-03-16 21:33:23.734581,4625,Failed login (brute-force),DC04,user66@domain.local,192.168.15.14
2026-03-16 14:33:23.734581,4719,Audit policy change,DC03,user36@domain.local,192.168.30.38
2026-03-15 19:33:23.734581,4719,Audit policy change,DC01,user31@domain.local,192.168.17.64
2026-03-15 13:33:23.734581,1102,Security log cleared,DC05,user100@domain.local,192.168.10.193
2026-03-16 21:33:23.734581,4625,Failed login (brute-force),DC01,user4@domain.local,192.168.41.237
2026-03-14 05:33:23.734581,4625,Failed login (brute-force),DC02,user96@corp.net,192.168.44.121
2026-03-14 20:33:23.734581,4625,Failed login (brute-force),DC04,user87@corp.net,192.168.44.213
2026-03-11 21:33:23.734581,4672,Privilege escalation,DC03,user20@domain.local,192.168.30.110
2026-03-10 12:33:23.734581,4624,Suspicious login,DC04,user91@corp.net,192.168.31.109
2026-03-11 12:33:23.734581,4719,Audit policy change,DC04,user80@corp.net,192.168.26.71
2026-03-15 18:33:23.734581,4625,Failed login (brute-force),DC02,user80@corp.net,192.168.41.29
2026-03-16 22:33:23.734581,4672,Privilege escalation,DC02,user75@corp.net,192.168.34.166
2026-03-15 19:33:23.734581,4624,Suspicious login,DC04,user54@corp.net,192.168.50.147
2026-03-15 00:33:23.734581,4624,Suspicious login,DC01,user32@corp.net,192.168.26.151
2026-03-13 07:33:23.734581,4625,Failed login (brute-force),DC05,user36@corp.net,192.168.45.91
2026-03-13 17:33:23.734581,4672,Privilege escalation,DC05,user30@domain.local,192.168.38.157
2026-03-14 15:33:23.734581,4625,Failed login (brute-force),DC01,user20@corp.net,192.168.30.234
2026-03-14 18:33:23.734581,4624,Suspicious login,DC02,user22@domain.local,192.168.15.218
2026-03-12 15:33:23.734581,4672,Privilege escalation,DC04,user86@corp.net,192.168.30.90
2026-03-11 19:33:23.734581,4624,Suspicious login,DC04,user62@domain.local,192.168.16.62
2026-03-10 18:33:23.734581,4673,Privileged service call,DC05,user28@corp.net,192.168.11.201
2026-03-11 00:33:23.734581,4625,Failed login (brute-force),DC04,user39@domain.local,192.168.10.217
2026-03-11 01:33:23.734581,4625,Failed login (brute-force),DC04,user25@domain.local,192.168.25.32
2026-03-17 01:33:23.734581,4625,Failed login (brute-force),DC02,user71@corp.net,192.168.28.250
2026-03-10 10:33:23.734581,4719,Audit policy change,DC03,user79@domain.local,192.168.20.236
2026-03-16 17:33:23.734581,4624,Suspicious login,DC04,user28@corp.net,192.168.44.190
2026-03-13 17:33:23.734581,4624,Suspicious login,DC04,user92@corp.net,192.168.16.168
2026-03-16 16:33:23.734581,4648,RunAs explicit credentials,DC04,user56@corp.net,192.168.12.109
2026-03-15 12:33:23.734581,4672,Privilege escalation,DC04,user36@domain.local,192.168.16.188
2026-03-16 09:33:23.734581,4625,Failed login (brute-force),DC05,user9@domain.local,192.168.18.5
2026-03-16 07:33:23.734581,4673,Privileged service call,DC02,user68@domain.local,192.168.40.149
2026-03-14 16:33:23.734581,4768,Kerberos TGT request,DC03,user7@corp.net,192.168.14.144
2026-03-11 01:33:23.734581,1102,Security log cleared,DC05,user39@domain.local,192.168.47.142
2026-03-13 09:33:23.734581,1102,Security log cleared,DC04,user67@corp.net,192.168.30.205
2026-03-11 05:33:23.734581,4719,Audit policy change,DC01,user77@domain.local,192.168.29.1
2026-03-13 01:33:23.734581,4625,Failed login (brute-force),DC01,user91@corp.net,192.168.15.213
2026-03-17 10:33:23.734581,4624,Suspicious login,DC02,user77@corp.net,192.168.24.174
2026-03-16 16:33:23.734581,5145,Network share access,DC02,user68@domain.local,192.168.11.153
2026-03-14 22:33:23.734581,4624,Suspicious login,DC02,user25@corp.net,192.168.30.176
2026-03-14 21:33:23.734581,4625,Failed login (brute-force),DC05,user96@corp.net,192.168.40.144
2026-03-15 18:33:23.734581,4625,Failed login (brute-force),DC01,user70@corp.net,192.168.10.116
2026-03-11 10:33:23.734581,4625,Failed login (brute-force),DC02,user85@corp.net,192.168.25.204
2026-03-13 23:33:23.734581,1102,Security log cleared,DC04,user71@domain.local,192.168.24.239
2026-03-11 06:33:23.734581,4624,Suspicious login,DC04,user46@domain.local,192.168.29.103
2026-03-15 10:33:23.734581,4672,Privilege escalation,DC04,user98@corp.net,192.168.47.131
2026-03-15 05:33:23.734581,4625,Failed login (brute-force),DC04,user93@domain.local,192.168.28.83
2026-03-13 05:33:23.734581,1102,Security log cleared,DC03,user48@domain.local,192.168.32.152
2026-03-11 01:33:23.734581,4624,Suspicious login,DC03,user42@corp.net,192.168.18.206
2026-03-12 19:33:23.734581,4624,Suspicious login,DC05,user70@domain.local,192.168.38.133
2026-03-12 11:33:23.734581,4625,Failed login (brute-force),DC02,user65@domain.local,192.168.38.44
2026-03-14 16:33:23.734581,4625,Failed login (brute-force),DC01,user72@corp.net,192.168.32.83
2026-03-15 02:33:23.734581,4625,Failed login (brute-force),DC04,user77@corp.net,192.168.28.150
2026-03-16 23:33:23.734581,1102,Security log cleared,DC03,user59@domain.local,192.168.50.75
2026-03-16 06:33:23.734581,4719,Audit policy change,DC02,user26@domain.local,192.168.27.102
2026-03-11 17:33:23.734581,4719,Audit policy change,DC01,user51@domain.local,192.168.39.235
2026-03-12 10:33:23.734581,4624,Suspicious login,DC02,user39@domain.local,192.168.31.201
2026-03-15 14:33:23.734581,4624,Suspicious login,DC04,user39@domain.local,192.168.27.32
2026-03-11 06:33:23.734581,4625,Failed login (brute-force),DC02,user87@corp.net,192.168.13.185
2026-03-16 19:33:23.734581,4719,Audit policy change,DC03,user88@domain.local,192.168.20.33
2026-03-16 23:33:23.734581,4624,Suspicious login,DC03,user77@domain.local,192.168.37.195
2026-03-14 18:33:23.734581,4625,Failed login (brute-force),DC03,user67@domain.local,192.168.36.153
2026-03-12 17:33:23.734581,4624,Suspicious login,DC04,user50@corp.net,192.168.24.25
2026-03-16 09:33:23.734581,4625,Failed login (brute-force),DC02,user35@domain.local,192.168.14.2
2026-03-16 10:33:23.734581,4672,Privilege escalation,DC04,user15@domain.local,192.168.46.112
2026-03-15 13:33:23.734581,4625,Failed login (brute-force),DC04,user93@domain.local,192.168.25.222
2026-03-13 10:33:23.734581,4624,Suspicious login,DC03,user48@domain.local,192.168.28.198
2026-03-12 18:33:23.734581,4625,Failed login (brute-force),DC03,user41@corp.net,192.168.32.198
2026-03-14 01:33:23.734581,4719,Audit policy change,DC05,user58@corp.net,192.168.11.172
2026-03-14 12:33:23.734581,4672,Privilege escalation,DC03,user61@corp.net,192.168.33.90
2026-03-15 00:33:23.734581,4674,SID history added,DC04,user70@corp.net,192.168.28.97
2026-03-16 04:33:23.734581,4648,RunAs explicit credentials,DC03,user29@domain.local,192.168.42.17
2026-03-13 12:33:23.734581,4672,Privilege escalation,DC04,user71@corp.net,192.168.35.207
2026-03-14 16:33:23.734581,4672,Privilege escalation,DC03,user84@corp.net,192.168.27.57
2026-03-11 23:33:23.734581,4719,Audit policy change,DC05,user50@domain.local,192.168.24.96
2026-03-10 10:33:23.734581,4624,Suspicious login,DC04,user54@corp.net,192.168.50.15
2026-03-15 07:33:23.734581,4672,Privilege escalation,DC04,user53@domain.local,192.168.11.21
2026-03-14 19:33:23.734581,1102,Security log cleared,DC03,user85@corp.net,192.168.41.126
2026-03-17 05:33:23.734581,4673,Privileged service call,DC05,user40@corp.net,192.168.43.125
2026-03-17 03:33:23.734581,4624,Suspicious login,DC05,user65@domain.local,192.168.12.229
2026-03-11 09:33:23.734581,4625,Failed login (brute-force),DC05,user56@domain.local,192.168.26.153
2026-03-10 13:33:23.734581,4625,Failed login (brute-force),DC05,user75@domain.local,192.168.20.96
2026-03-10 19:33:23.734581,4672,Privilege escalation,DC01,user45@domain.local,192.168.38.208
2026-03-15 01:33:23.734581,4625,Failed login (brute-force),DC05,user63@corp.net,192.168.32.23
2026-03-16 02:33:23.734581,4672,Privilege escalation,DC03,user82@domain.local,192.168.43.156
2026-03-14 18:33:23.734581,4673,Privileged service call,DC01,user59@corp.net,192.168.25.48
2026-03-12 09:33:23.734581,1102,Security log cleared,DC03,user22@corp.net,192.168.23.137
2026-03-16 08:33:23.734581,4624,Suspicious login,DC03,user66@domain.local,192.168.38.164
2026-03-12 00:33:23.734581,4672,Privilege escalation,DC01,user73@domain.local,192.168.14.103
2026-03-12 23:33:23.734581,4625,Failed login (brute-force),DC03,user100@corp.net,192.168.31.252
2026-03-10 19:33:23.734581,5145,Network share access,DC01,user37@domain.local,192.168.33.92
2026-03-12 16:33:23.734581,4625,Failed login (brute-force),DC02,user97@corp.net,192.168.11.68
2026-03-11 03:33:23.734581,4624,Suspicious login,DC02,user58@corp.net,192.168.10.185
2026-03-16 05:33:23.734581,4624,Suspicious login,DC02,user26@corp.net,192.168.36.200
2026-03-12 09:33:23.734581,4719,Audit policy change,DC04,user68@domain.local,192.168.10.54
2026-03-16 18:33:23.734581,4672,Privilege escalation,DC01,user91@domain.local,192.168.17.232
2026-03-13 15:33:23.734581,4625,Failed login (brute-force),DC05,user85@domain.local,192.168.30.138
2026-03-17 03:33:23.734581,4719,Audit policy change,DC01,user87@corp.net,192.168.14.57
2026-03-16 23:33:23.734581,4625,Failed login (brute-force),DC01,user19@corp.net,192.168.44.129
2026-03-15 16:33:23.734581,4625,Failed login (brute-force),DC04,user89@domain.local,192.168.47.7
2026-03-10 21:33:23.734581,4672,Privilege escalation,DC02,user22@corp.net,192.168.19.71
2026-03-15 09:33:23.734581,4672,Privilege escalation,DC04,user90@domain.local,192.168.18.242
2026-03-12 01:33:23.734581,4624,Suspicious login,DC04,user48@corp.net,192.168.30.10
2026-03-15 21:33:23.734581,4625,Failed login (brute-force),DC01,user68@corp.net,192.168.15.16
2026-03-13 08:33:23.734581,4624,Suspicious login,DC01,user66@corp.net,192.168.36.118
2026-03-16 01:33:23.734581,4673,Privileged service call,DC02,user73@domain.local,192.168.27.32
2026-03-11 17:33:23.734581,1102,Security log cleared,DC01,user45@domain.local,192.168.29.167
2026-03-12 03:33:23.734581,4624,Suspicious login,DC05,user10@domain.local,192.168.15.28
2026-03-16 20:33:23.734581,4672,Privilege escalation,DC01,user6@corp.net,192.168.46.205
2026-03-10 10:33:23.734581,4672,Privilege escalation,DC01,user35@domain.local,192.168.22.99
2026-03-16 11:33:23.734581,4625,Failed login (brute-force),DC01,user29@domain.local,192.168.17.145
2026-03-16 04:33:23.734581,1102,Security log cleared,DC05,user27@domain.local,192.168.48.122
2026-03-12 13:33:23.734581,4672,Privilege escalation,DC04,user70@domain.local,192.168.15.25
2026-03-15 08:33:23.734581,4624,Suspicious login,DC04,user53@corp.net,192.168.26.40
2026-03-12 16:33:23.734581,4672,Privilege escalation,DC02,user79@domain.local,192.168.12.127
2026-03-17 10:33:23.734581,4672,Privilege escalation,DC04,user84@corp.net,192.168.48.232
2026-03-14 17:33:23.734581,4624,Suspicious login,DC03,user19@corp.net,192.168.25.32
2026-03-15 08:33:23.734581,4672,Privilege escalation,DC05,user28@corp.net,192.168.30.144
2026-03-14 12:33:23.734581,4672,Privilege escalation,DC04,user66@corp.net,192.168.26.231
2026-03-13 17:33:23.734581,4719,Audit policy change,DC02,user99@domain.local,192.168.12.209
2026-03-15 05:33:23.734581,4625,Failed login (brute-force),DC03,user24@domain.local,192.168.32.160
2026-03-10 13:33:23.734581,4672,Privilege escalation,DC03,user49@corp.net,192.168.37.185
2026-03-12 04:33:23.734581,4625,Failed login (brute-force),DC05,user31@corp.net,192.168.45.242
2026-03-13 06:33:23.734581,4719,Audit policy change,DC04,user2@domain.local,192.168.50.46
2026-03-11 20:33:23.734581,4672,Privilege escalation,DC03,user66@corp.net,192.168.24.22
2026-03-14 13:33:23.734581,4719,Audit policy change,DC01,user44@domain.local,192.168.40.2
2026-03-12 20:33:23.734581,4625,Failed login (brute-force),DC01,user50@domain.local,192.168.49.249
2026-03-17 04:33:23.734581,4624,Suspicious login,DC01,user88@corp.net,192.168.21.21
2026-03-13 19:33:23.734581,1102,Security log cleared,DC05,user42@corp.net,192.168.36.105
2026-03-16 19:33:23.734581,4625,Failed login (brute-force),DC05,user25@domain.local,192.168.29.136
2026-03-13 06:33:23.734581,4674,SID history added,DC02,user98@domain.local,192.168.11.16
2026-03-12 05:33:23.734581,4648,RunAs explicit credentials,DC01,user42@domain.local,192.168.25.164
2026-03-16 15:33:23.734581,4625,Failed login (brute-force),DC05,user90@domain.local,192.168.49.150
2026-03-15 17:33:23.734581,4624,Suspicious login,DC05,user71@corp.net,192.168.10.118
2026-03-11 10:33:23.734581,1102,Security log cleared,DC05,user57@domain.local,192.168.32.97
2026-03-12 02:33:23.734581,4719,Audit policy change,DC03,user32@corp.net,192.168.47.241
2026-03-16 19:33:23.734581,4672,Privilege escalation,DC03,user7@corp.net,192.168.48.18
2026-03-13 10:33:23.734581,4624,Suspicious login,DC01,user31@corp.net,192.168.15.132
2026-03-12 05:33:23.734581,4768,Kerberos TGT request,DC05,user40@corp.net,192.168.19.89
2026-03-15 05:33:23.734581,4625,Failed login (brute-force),DC03,user8@corp.net,192.168.19.224
2026-03-15 09:33:23.734581,4624,Suspicious login,DC03,user73@domain.local,192.168.25.104
2026-03-11 16:33:23.734581,4625,Failed login (brute-force),DC03,user19@corp.net,192.168.29.156
2026-03-15 10:33:23.734581,1102,Security log cleared,DC03,user96@corp.net,192.168.42.147
2026-03-16 11:33:23.734581,4719,Audit policy change,DC01,user12@domain.local,192.168.17.185
2026-03-13 12:33:23.734581,4719,Audit policy change,DC04,user76@corp.net,192.168.31.199
2026-03-10 18:33:23.734581,4624,Suspicious login,DC05,user41@domain.local,192.168.32.92
2026-03-15 12:33:23.734581,1102,Security log cleared,DC03,user20@domain.local,192.168.46.148
2026-03-16 20:33:23.734581,4672,Privilege escalation,DC04,user96@domain.local,192.168.43.84
2026-03-10 23:33:23.734581,4625,Failed login (brute-force),DC05,user97@corp.net,192.168.43.208
2026-03-11 19:33:23.734581,4624,Suspicious login,DC04,user41@domain.local,192.168.47.183
2026-03-14 11:33:23.734581,4625,Failed login (brute-force),DC05,user13@domain.local,192.168.18.147
2026-03-10 17:33:23.734581,4648,RunAs explicit credentials,DC01,user28@corp.net,192.168.33.172
2026-03-15 16:33:23.734581,4625,Failed login (brute-force),DC03,user14@corp.net,192.168.42.202
2026-03-16 12:33:23.734581,4672,Privilege escalation,DC01,user16@domain.local,192.168.47.116
2026-03-17 08:33:23.734581,1102,Security log cleared,DC02,user7@corp.net,192.168.39.123
2026-03-10 14:33:23.734581,4672,Privilege escalation,DC03,user64@domain.local,192.168.19.173
2026-03-16 06:33:23.734581,4624,Suspicious login,DC02,user26@corp.net,192.168.17.224
2026-03-15 13:33:23.734581,4625,Failed login (brute-force),DC04,user69@corp.net,192.168.34.24
2026-03-14 21:33:23.734581,4625,Failed login (brute-force),DC05,user73@corp.net,192.168.11.215
2026-03-11 15:33:23.734581,4719,Audit policy change,DC04,user54@domain.local,192.168.33.168
2026-03-10 20:33:23.734581,4673,Privileged service call,DC02,user13@domain.local,192.168.21.95
2026-03-15 17:33:23.734581,4672,Privilege escalation,DC02,user33@corp.net,192.168.16.49
2026-03-11 02:33:23.734581,1102,Security log cleared,DC03,user38@corp.net,192.168.23.234
2026-03-16 07:33:23.734581,4625,Failed login (brute-force),DC05,user33@domain.local,192.168.35.43
2026-03-16 05:33:23.734581,4672,Privilege escalation,DC03,user10@corp.net,192.168.33.86
2026-03-15 21:33:23.734581,4719,Audit policy change,DC04,user17@domain.local,192.168.26.141
2026-03-17 06:33:23.734581,4719,Audit policy change,DC02,user83@domain.local,192.168.34.123
2026-03-14 19:33:23.734581,4624,Suspicious login,DC01,user73@corp.net,192.168.35.173
2026-03-14 14:33:23.734581,4625,Failed login (brute-force),DC05,user8@domain.local,192.168.33.189
2026-03-13 13:33:23.734581,4625,Failed login (brute-force),DC04,user24@corp.net,192.168.30.60
2026-03-11 22:33:23.734581,4673,Privileged service call,DC01,user23@domain.local,192.168.20.241
2026-03-12 13:33:23.734581,4624,Suspicious login,DC02,user44@corp.net,192.168.34.214
2026-03-13 05:33:23.734581,4625,Failed login (brute-force),DC03,user19@domain.local,192.168.42.134
2026-03-15 20:33:23.734581,5145,Network share access,DC01,user70@domain.local,192.168.19.6
2026-03-14 18:33:23.734581,4625,Failed login (brute-force),DC05,user20@corp.net,192.168.22.49
2026-03-11 14:33:23.734581,4673,Privileged service call,DC04,user30@corp.net,192.168.37.109
2026-03-11 01:33:23.734581,4624,Suspicious login,DC03,user71@domain.local,192.168.26.204
2026-03-10 16:33:23.734581,4719,Audit policy change,DC03,user95@corp.net,192.168.11.251
2026-03-17 01:33:23.734581,4625,Failed login (brute-force),DC05,user7@corp.net,192.168.43.25
2026-03-14 08:33:23.734581,4624,Suspicious login,DC05,user82@domain.local,192.168.44.93
2026-03-13 19:33:23.734581,4719,Audit policy change,DC05,user40@corp.net,192.168.11.112
2026-03-15 08:33:23.734581,4673,Privileged service call,DC01,user18@corp.net,192.168.48.235
2026-03-13 02:33:23.734581,4624,Suspicious login,DC04,user95@domain.local,192.168.49.52
2026-03-15 07:33:23.734581,4625,Failed login (brute-force),DC04,user51@domain.local,192.168.33.25
2026-03-11 16:33:23.734581,4624,Suspicious login,DC04,user26@corp.net,192.168.12.124
2026-03-12 01:33:23.734581,4768,Kerberos TGT request,DC04,user60@corp.net,192.168.26.94
2026-03-16 03:33:23.734581,4625,Failed login (brute-force),DC03,user58@domain.local,192.168.12.115
2026-03-16 11:33:23.734581,4672,Privilege escalation,DC01,user47@domain.local,192.168.44.1
2026-03-13 19:33:23.734581,4719,Audit policy change,DC05,user15@domain.local,192.168.15.86
2026-03-11 16:33:23.734581,4624,Suspicious login,DC04,user50@corp.net,192.168.40.96
2026-03-13 02:33:23.734581,4624,Suspicious login,DC01,user95@corp.net,192.168.10.85
2026-03-16 03:33:23.734581,4673,Privileged service call,DC02,user27@corp.net,192.168.40.232
2026-03-10 20:33:23.734581,4624,Suspicious login,DC01,user37@corp.net,192.168.40.52
2026-03-12 15:33:23.734581,4624,Suspicious login,DC02,user89@corp.net,192.168.29.241
2026-03-13 09:33:23.734581,4624,Suspicious login,DC03,user45@corp.net,192.168.12.113
2026-03-14 15:33:23.734581,1102,Security log cleared,DC05,user14@domain.local,192.168.42.194
2026-03-11 13:33:23.734581,4674,SID history added,DC02,user16@corp.net,192.168.28.50
2026-03-13 05:33:23.734581,4672,Privilege escalation,DC05,user12@corp.net,192.168.35.106
2026-03-12 19:33:23.734581,4624,Suspicious login,DC01,user96@corp.net,192.168.21.15
2026-03-14 01:33:23.734581,4719,Audit policy change,DC01,user88@domain.local,192.168.42.70
2026-03-14 07:33:23.734581,4673,Privileged service call,DC05,user40@corp.net,192.168.49.49
2026-03-13 00:33:23.734581,4624,Suspicious login,DC02,user17@corp.net,192.168.37.214
2026-03-16 14:33:23.734581,4625,Failed login (brute-force),DC04,user17@domain.local,192.168.19.196
2026-03-14 08:33:23.734581,4625,Failed login (brute-force),DC04,user22@domain.local,192.168.35.94
2026-03-17 03:33:23.734581,4625,Failed login (brute-force),DC04,user16@corp.net,192.168.40.212
2026-03-16 06:33:23.734581,4768,Kerberos TGT request,DC04,user20@corp.net,192.168.36.165
2026-03-14 23:33:23.734581,4625,Failed login (brute-force),DC02,user10@corp.net,192.168.34.223
2026-03-15 01:33:23.734581,4648,RunAs explicit credentials,DC02,user65@corp.net,192.168.18.239
2026-03-15 05:33:23.734581,4624,Suspicious login,DC02,user17@domain.local,192.168.37.87
2026-03-14 00:33:23.734581,4673,Privileged service call,DC01,user50@corp.net,192.168.18.64
2026-03-11 02:33:23.734581,1102,Security log cleared,DC03,user2@corp.net,192.168.50.225
2026-03-14 06:33:23.734581,4648,RunAs explicit credentials,DC02,user67@corp.net,192.168.33.79
2026-03-13 22:33:23.734581,4672,Privilege escalation,DC02,user62@corp.net,192.168.31.145
2026-03-16 18:33:23.734581,4625,Failed login (brute-force),DC04,user83@corp.net,192.168.16.213
2026-03-14 05:33:23.734581,4672,Privilege escalation,DC04,user6@domain.local,192.168.28.109
